round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,batch_size,epochs
20,0.20941013227967384,0.6723300970873787,0.21163411810994148,0.6854166661699613,softmax,Adam,mean_squared_error,2,20,20
10,0.11718087621684213,0.9101941776507109,0.1301945693170031,0.8760416607062022,relu,Nadam,mean_squared_error,1,40,10
20,0.2476463708484057,0.5436893209670354,0.2462247395887971,0.5604166723787785,softmax,sgd,mean_squared_error,1,20,20
20,0.24835555255413055,0.5436893209670354,0.24703756161034107,0.560416671137015,softmax,sgd,mean_squared_error,2,20,20
10,0.10971353709408381,0.9199029033623852,0.1240744711831212,0.8677083253860474,elu,Nadam,mean_squared_error,1,30,10
10,0.23079348485736015,0.5679611717034312,0.23174697486683726,0.5718750031664968,softmax,Nadam,mean_squared_error,1,30,10
20,0.05345109593376372,0.9708737910372539,0.06145370906839768,0.944791667163372,elu,Nadam,mean_squared_error,1,40,20
10,0.24716966085642286,0.5436893267538941,0.24657389149069786,0.5614583293596903,softmax,sgd,mean_squared_error,2,40,10
20,0.2261874380620938,0.5752427242334607,0.22484307177364826,0.5822916651765505,elu,sgd,mean_squared_error,2,40,20
10,0.1796036291758991,0.7864077745132076,0.18837010550002256,0.7635416736205419,elu,Adam,mean_squared_error,2,40,10
10,0.18687124666079735,0.7742718463962518,0.1934980129202207,0.7489583343267441,relu,Adam,mean_squared_error,2,40,10
10,0.23712350804250218,0.5436893267538941,0.23689592629671097,0.560416671137015,softmax,Nadam,mean_squared_error,1,40,10
20,0.0951579053280423,0.9296116580083532,0.1063891313970089,0.9000000009934107,elu,Adam,mean_squared_error,1,40,20
10,0.20084860602628837,0.6941747555454958,0.20673963148146868,0.6989583348234495,softmax,Nadam,mean_squared_error,2,20,10
10,0.22643577799345682,0.5436893209670354,0.22564784716814756,0.5604166788980365,elu,sgd,mean_squared_error,1,30,10
10,0.17452746644182113,0.7864077745132076,0.18260488969584307,0.7625000029802322,elu,Adam,mean_squared_error,1,40,10
20,0.24826070593977437,0.5436893267538941,0.24729728636642298,0.5625000012417635,softmax,sgd,mean_squared_error,2,40,20
20,0.05125627634160727,0.9733009789753886,0.058929331600666046,0.9489583373069763,elu,Nadam,mean_squared_error,2,40,20
20,0.22760030554914937,0.6213592198288557,0.2266493421047926,0.6135416626930237,relu,sgd,mean_squared_error,2,40,20
20,0.03232034169209814,0.9878640747764735,0.03771485093360146,0.9697916607062022,relu,Nadam,mean_squared_error,2,20,20
10,0.11776091310295086,0.919902917829532,0.1293057401974996,0.8791666626930237,relu,Nadam,mean_squared_error,2,40,10
10,0.22823627452248507,0.6140776699029126,0.22849625597397485,0.6114583313465118,elu,sgd,mean_squared_error,2,20,10
10,0.14277666127218783,0.8737864071883045,0.15594561692948142,0.8239583310981592,elu,Adam,mean_squared_error,1,20,10
20,0.21091733598014684,0.6601941776507109,0.21305086246381202,0.6552083392937978,softmax,Adam,mean_squared_error,1,20,20
20,0.2448367246435684,0.5436893267538941,0.24187106266617775,0.560416671137015,elu,sgd,mean_squared_error,1,40,20
20,0.23460127008192747,0.5509708792839235,0.23262787936255336,0.5635416759178042,relu,sgd,mean_squared_error,2,30,20
20,0.0725493325481137,0.9611650421781447,0.08226358230846624,0.9333333273728689,elu,Adam,mean_squared_error,1,20,20
10,0.24929593489008042,0.570388345463762,0.24905142871042094,0.5749999980131785,softmax,sgd,mean_squared_error,1,40,10
10,0.23717293114338106,0.5436893267538941,0.23494799559315047,0.5604166661699613,elu,sgd,mean_squared_error,2,40,10
20,0.21926240152815013,0.6674757385716855,0.22053877590224147,0.6802083365619183,relu,sgd,mean_squared_error,1,30,20
20,0.23339208540985884,0.5509708761011513,0.23284944767753282,0.5614583306014538,softmax,Adam,mean_squared_error,2,40,20
10,0.2396991757802593,0.5436893209670354,0.23891716791937748,0.5604166705161333,softmax,Adam,mean_squared_error,1,20,10
10,0.14641467463767643,0.87135920941251,0.15643772622570395,0.8354166597127914,relu,Adam,mean_squared_error,2,30,10
20,0.2225823568776973,0.5436893209670354,0.22138772951439023,0.5604166784323752,elu,sgd,mean_squared_error,1,30,20
20,0.20614512886815858,0.6699029120426734,0.20733116256693998,0.6770833271245161,elu,sgd,mean_squared_error,2,20,20
10,0.22677781830713586,0.5533980568057125,0.22625544480979443,0.5677083364377419,elu,sgd,mean_squared_error,1,20,10
20,0.06556858154899865,0.9708737910372539,0.0743733720543484,0.943750003973643,relu,Nadam,mean_squared_error,2,40,20
10,0.08195317391921016,0.9441747509160088,0.09365974855609238,0.9166666604578495,relu,Nadam,mean_squared_error,2,20,10
20,0.24815039871965797,0.5436893209670354,0.2470235046930611,0.5604166788980365,softmax,sgd,mean_squared_error,2,30,20
20,0.14625095380741415,0.8567961147687968,0.15429523090521494,0.8187499990065893,relu,Adam,mean_squared_error,2,40,20
20,0.2315007767920355,0.5752427242334607,0.23039917337397733,0.5854166646798452,relu,sgd,mean_squared_error,1,40,20
10,0.234478863842279,0.6990291267922781,0.23458452026049295,0.7197916656732559,relu,sgd,mean_squared_error,2,40,10
10,0.24740669521891956,0.5436893209670354,0.24641091531763473,0.560416671137015,softmax,sgd,mean_squared_error,1,20,10
10,0.2484830645392242,0.5436893209670354,0.24738420406356454,0.5604166742414236,relu,sgd,mean_squared_error,2,30,10
20,0.08433647866098626,0.9466019330672848,0.09421009244397283,0.928124992797772,relu,Adam,mean_squared_error,1,20,20
10,0.15413874930259094,0.8543689355109502,0.16476146690547466,0.8052083340783914,relu,Adam,mean_squared_error,2,20,10
20,0.0932666158430206,0.932038822799053,0.10413938271813095,0.9052083175629377,elu,Adam,mean_squared_error,1,30,20
20,0.18635145856917484,0.7888349566644836,0.19143726055820784,0.7760416641831398,softmax,Nadam,mean_squared_error,1,40,20
20,0.17247519555311758,0.8228155229855509,0.1789842825382948,0.7916666679084301,softmax,Nadam,mean_squared_error,2,30,20
20,0.22712515583894785,0.577669906818751,0.22741309879347682,0.5843750042840838,softmax,Adam,mean_squared_error,1,30,20
20,0.04056866182177102,0.9733009572746685,0.04758110630791634,0.958333320915699,elu,Nadam,mean_squared_error,1,30,20
10,0.24229662807531727,0.5436893209670354,0.24073789920657873,0.5604166761040688,relu,sgd,mean_squared_error,1,30,10
20,0.2223281245497824,0.5436893209670354,0.22106261799732843,0.5604166723787785,relu,sgd,mean_squared_error,1,20,20
20,0.16856706887483597,0.8300970867999549,0.17528079682961106,0.7916666716337204,softmax,Nadam,mean_squared_error,1,30,20
10,0.24850197223205012,0.5436893209670354,0.2477831458672881,0.5604166698952516,softmax,sgd,mean_squared_error,2,20,10
10,0.2420123926210172,0.5436893209670354,0.240838258061558,0.5604166761040688,softmax,Adam,mean_squared_error,2,30,10
20,0.11776155081478137,0.9029126219379092,0.12730204531302056,0.8791666701436043,relu,Adam,mean_squared_error,1,40,20
10,0.14648634473820335,0.871359218092798,0.15790555905550718,0.8208333309739828,elu,Adam,mean_squared_error,1,30,10
20,0.1950967740086676,0.7305825213784153,0.1995944163451592,0.7333333343267441,softmax,Nadam,mean_squared_error,2,40,20
