round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,batch_size,epochs
20,0.0047574463929850735,0.9940164586725571,0.005135058261735981,0.9900609218527698,relu,Adam,logcosh,1,40,20
10,0.0034391726783679255,0.9955123399921381,0.0034203373355453635,0.9951907651246301,relu,Nadam,logcosh,0,20,10
10,0.004584756016452806,0.9940164586725571,0.005126809631377272,0.9903815371289243,relu,Nadam,logcosh,1,40,10
10,0.004146914974080709,0.9947643948742589,0.004374479038058444,0.991663991353878,relu,Nadam,logcosh,2,30,10
20,0.002877270259838857,0.9955123386547114,0.0023507727640407193,0.9967938415054023,relu,Nadam,logcosh,0,30,20
10,0.0034972166396007604,0.9955123399921381,0.0034828913377063964,0.9945495338079141,relu,Nadam,logcosh,2,20,10
20,0.004055897337802032,0.9947643948742589,0.004099614010190588,0.9929464524584957,elu,Adam,logcosh,1,30,20
10,0.0033673709038825137,0.9955123399921381,0.0032990522143098184,0.9948701494662722,elu,Nadam,logcosh,2,20,10
10,0.007961544945728795,0.9880329137786431,0.009202298469980028,0.9810836892473502,relu,Adam,logcosh,2,40,10
10,0.009599748761957357,0.9880329119954077,0.011076364856429516,0.9788393784922337,elu,Adam,logcosh,0,40,10
10,0.008636703832362687,0.9910246853339824,0.010073923176789311,0.9798012266139183,elu,Adam,logcosh,1,40,10
20,0.004124426979028861,0.9947643948742589,0.004162441967332896,0.9932670677346501,elu,Adam,logcosh,2,30,20
10,0.0035038438828990472,0.9955123399921381,0.0032895797115996242,0.9945495338079141,elu,Nadam,logcosh,1,20,10
10,0.005631179289825967,0.9917726233189197,0.006531680292372555,0.9855722953738904,relu,Adam,logcosh,1,20,10
10,0.007235959778400869,0.9910246759719963,0.008366949621136514,0.9823661329617062,relu,Adam,logcosh,1,30,10
20,0.0027569688108650143,0.9955123373172848,0.0021859401797210323,0.997114457354862,elu,Nadam,logcosh,1,30,20
10,0.0048869527650991125,0.9940164586725571,0.005352108329791324,0.988457845185345,elu,Nadam,logcosh,2,40,10
20,0.0043150445344780726,0.9947643948742589,0.00420746568972009,0.9926258360357306,relu,Adam,logcosh,0,30,20
20,0.0032926684434750925,0.995512343558609,0.0028457944318607178,0.9967938472384557,relu,Nadam,logcosh,2,40,20
10,0.005653154645621897,0.9925205737865052,0.006422091344839936,0.9862135354812881,relu,Nadam,logcosh,0,40,10
20,0.004763655676731976,0.9940164586725571,0.004908432024726647,0.9903815386577385,relu,Adam,logcosh,2,40,20
10,0.003558695494328048,0.9955123399921381,0.003649173914382654,0.9955113807829881,elu,Nadam,logcosh,0,20,10
10,0.007722548628208508,0.9902767446741919,0.008992356444975053,0.9823661511163752,relu,Adam,logcosh,1,40,10
20,0.0024468790026203496,0.9962602833267816,0.0016606000941796646,0.99839692170821,relu,Nadam,logcosh,0,20,20
20,0.0039250097272595635,0.9955123386547114,0.004047090186222474,0.9932670689768117,elu,Adam,logcosh,0,30,20
