round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,first_neurons,batch_size,epochs,random_state
100,0.09062678960052509,0.9199029085705581,0.07965571045254667,0.9385416631897291,sigmoid,Adam,mean_squared_error,1,20,40,100,42
100,0.07425073492657212,0.9344660116052165,0.06492246850393713,0.9468749997516474,sigmoid,Adam,mean_squared_error,1,40,50,100,1
20,0.24409814207877928,0.6820388473932025,0.24413524630169073,0.8197916687155763,sigmoid,sgd,mean_squared_error,2,20,50,20,42
100,0.2454931490050936,0.6456310621743063,0.2455242561797301,0.6729166669150194,sigmoid,sgd,mean_squared_error,1,3,40,100,1337
600,0.2129620266626182,0.7063106906066821,0.21145072719082236,0.7333333299805721,sigmoid,sgd,mean_squared_error,1,20,50,600,1
20,0.24584146610741475,0.5558252444545042,0.24598022053639093,0.5552083378036817,sigmoid,sgd,mean_squared_error,1,40,40,20,1
20,0.20267719681401855,0.7548543700894106,0.20232224588592848,0.7687499970197678,sigmoid,Adam,mean_squared_error,2,40,40,20,42
100,0.2116966248281951,0.6796116473026645,0.20922023694341382,0.6749999973302087,sigmoid,Adam,mean_squared_error,2,3,50,100,1
20,0.2464704797829239,0.5558252401143602,0.24648994952440262,0.5552083399767677,sigmoid,sgd,mean_squared_error,1,20,50,20,1337
20,0.24601188562448742,0.5558252444545042,0.2461628851791223,0.5552083353201548,sigmoid,sgd,mean_squared_error,1,20,40,20,1
20,0.2117183691668279,0.6966019475344315,0.21152466349303722,0.7166666754831871,sigmoid,Adam,mean_squared_error,2,40,50,20,1
20,0.20990091591205412,0.6966019446410022,0.2096723665793737,0.7031250024835268,sigmoid,Adam,mean_squared_error,2,20,40,20,1
100,0.105715053499613,0.895631068250508,0.09520131846268971,0.9187499986340603,sigmoid,Adam,mean_squared_error,1,20,50,100,1337
20,0.2493985999845764,0.5558252401143602,0.24966325347001353,0.5552083424602946,sigmoid,sgd,mean_squared_error,1,3,50,20,42
100,0.24234575206793627,0.5558252444545042,0.2423113373418649,0.5552083378036817,sigmoid,sgd,mean_squared_error,1,20,40,100,1
20,0.246622445296894,0.5558252401143602,0.2467256453819573,0.5552083433916172,sigmoid,sgd,mean_squared_error,2,40,50,20,1337
20,0.21097497627573106,0.7233009674016712,0.21107081261773905,0.7187500074505806,sigmoid,Adam,mean_squared_error,2,40,50,20,42
20,0.219236859274142,0.8495145550051939,0.21940155094489455,0.6614583333333334,sigmoid,Adam,mean_squared_error,1,40,50,20,1337
20,0.23584944082116618,0.5558252444545042,0.23589938506484032,0.5552083378036817,sigmoid,Adam,mean_squared_error,1,3,40,20,1
20,0.24573017049182966,0.5558252401143602,0.24567247554659843,0.5656249998137355,sigmoid,sgd,mean_squared_error,2,40,50,20,42
20,0.20089707632087966,0.7330097075804923,0.20078090205788612,0.7708333283662796,sigmoid,Adam,mean_squared_error,2,40,40,20,1337
600,0.19192483862048215,0.7888349505882819,0.18895216270660362,0.8291666569809119,sigmoid,sgd,mean_squared_error,1,20,50,600,1337
20,0.25048803747857656,0.5558252401143602,0.25078486278653145,0.5552083409080902,sigmoid,sgd,mean_squared_error,1,3,50,20,1337
600,0.01308787709273832,0.9878640834567616,0.011536770301366536,0.9833333467443784,sigmoid,Adam,mean_squared_error,1,20,40,600,1
100,0.17098150163599588,0.7936893192309777,0.16497978195548058,0.8218749985098839,sigmoid,Adam,mean_squared_error,2,3,40,100,1
600,0.03130434679988663,0.9611650549092339,0.02512019168837772,0.9739583426465591,sigmoid,Adam,mean_squared_error,1,3,50,600,1337
20,0.24623410447129926,0.5970873760366903,0.24634037477274737,0.5562499985098839,sigmoid,sgd,mean_squared_error,1,20,40,20,42
600,0.012481406007246882,0.9878640820100469,0.011086783083555929,0.9854166743656,sigmoid,Adam,mean_squared_error,2,40,50,600,42
600,0.19137878036036074,0.7936893148908337,0.18851864881192645,0.8302083307256302,sigmoid,sgd,mean_squared_error,2,20,50,600,1
600,0.18070153081880033,0.7985436951072471,0.17701262856523195,0.8375000009934107,sigmoid,sgd,mean_squared_error,1,40,40,600,1
20,0.24630086536257012,0.5558252401143602,0.24647021138419709,0.5552083399767677,sigmoid,sgd,mean_squared_error,1,40,50,20,1337
100,0.06481263244036332,0.9393203889282005,0.0558887692168355,0.9531250099341074,sigmoid,Adam,mean_squared_error,1,40,40,100,1
100,0.24061553006611983,0.813106795537819,0.24051606810341278,0.842708328117927,sigmoid,sgd,mean_squared_error,1,3,50,100,1
100,0.24093459358493102,0.7111650508584328,0.24087951829036078,0.6895833338300387,sigmoid,sgd,mean_squared_error,2,3,40,100,1337
100,0.24226276576519012,0.5728155299297815,0.24214977584779263,0.5802083313465118,sigmoid,sgd,mean_squared_error,2,20,40,100,42
20,0.2452128902801032,0.5558252444545042,0.2451777116705974,0.5552083365619183,sigmoid,sgd,mean_squared_error,2,20,40,20,1
100,0.10064535045508043,0.9029126103641918,0.09005591242263715,0.928125003973643,sigmoid,Adam,mean_squared_error,2,20,40,100,1337
600,0.012487049095866098,0.9878640820100469,0.011061099638027372,0.9864583369344473,sigmoid,Adam,mean_squared_error,2,40,50,600,1
600,0.012619024222870402,0.9878640820100469,0.011162598568868512,0.9854166681567827,sigmoid,Adam,mean_squared_error,1,40,50,600,1337
20,0.24753751338106914,0.5558252444545042,0.2476746408889691,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,3,40,20,1
600,0.1838789922230452,0.7912621370797018,0.18036185887952647,0.834375003973643,sigmoid,sgd,mean_squared_error,1,20,40,600,1337
100,0.17356615839073958,0.8495145602133668,0.1685710729410251,0.8197916696468989,sigmoid,Adam,mean_squared_error,1,3,40,100,1
100,0.24022839601757456,0.5558252444545042,0.2401269543915987,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,20,40,100,1
100,0.24144364256881973,0.5558252444545042,0.24149849265813828,0.5552083390454451,sigmoid,sgd,mean_squared_error,1,40,40,100,42
100,0.10730616448139682,0.8980582504017839,0.0973190909717232,0.9229166625688473,sigmoid,Adam,mean_squared_error,1,20,50,100,1
600,0.012264826627746587,0.9878640820100469,0.010893042164146513,0.9843750055879354,sigmoid,Adam,mean_squared_error,1,40,50,600,1
100,0.06198716192569548,0.944174759017611,0.05326972156763077,0.9552083363135656,sigmoid,Adam,mean_squared_error,2,40,40,100,1337
20,0.2460113390556817,0.5558252444545042,0.24617466951409975,0.5552083365619183,sigmoid,sgd,mean_squared_error,1,3,40,20,1337
100,0.24302813475861132,0.5558252401143602,0.24298030401890477,0.5552083443229398,sigmoid,sgd,mean_squared_error,1,40,50,100,1
20,0.2439081901774823,0.8713592117272534,0.2441763604680697,0.8218750059604645,sigmoid,Adam,mean_squared_error,2,3,40,20,1
20,0.24625606234501868,0.5558252401143602,0.2463099635206163,0.5552083381141225,sigmoid,sgd,mean_squared_error,1,40,50,20,42
100,0.24237860840501138,0.5558252401143602,0.2423416570139428,0.5552083412185311,sigmoid,sgd,mean_squared_error,2,20,50,100,42
600,0.18494712337128166,0.7936893250178365,0.18170737164715925,0.8354166721304258,sigmoid,sgd,mean_squared_error,1,40,40,600,42
600,0.0235996368314022,0.9733009714524723,0.019279109217071284,0.9770833477377892,sigmoid,Adam,mean_squared_error,2,3,40,600,42
600,0.2000672752128064,0.7766990325983288,0.19778558177252611,0.8072916741172472,sigmoid,sgd,mean_squared_error,2,20,40,600,42
100,0.1916136897883369,0.8834951392655234,0.18881176970899105,0.8260416587193807,sigmoid,Adam,mean_squared_error,1,3,50,100,42
100,0.24360494489229997,0.5558252401143602,0.2435555470486482,0.5552083424602946,sigmoid,sgd,mean_squared_error,1,20,50,100,1337
100,0.17423307439945276,0.7961164970421096,0.16885618772357702,0.8208333241442839,sigmoid,Adam,mean_squared_error,2,3,50,100,1337
20,0.22023652501187277,0.6723301008488368,0.22033662411073843,0.669791671137015,sigmoid,Adam,mean_squared_error,1,20,50,20,1337
100,0.2413418334230636,0.648058268341046,0.24128241402407488,0.5656250007450581,sigmoid,sgd,mean_squared_error,1,40,50,100,1337
100,0.06688156015085943,0.9368932009900658,0.05788063739115993,0.9520833392937978,sigmoid,Adam,mean_squared_error,1,40,40,100,42
20,0.23397700170290123,0.570388354722736,0.23400369084750614,0.564583339728415,sigmoid,Adam,mean_squared_error,1,20,50,20,1
100,0.16769584535973744,0.7888349491415672,0.16174829192459583,0.826041671137015,sigmoid,Adam,mean_squared_error,2,3,40,100,1337
20,0.24552402428342301,0.6043689373916793,0.24564454471692443,0.5770833374311527,sigmoid,sgd,mean_squared_error,2,20,50,20,1
100,0.24467768194606004,0.7766990325983288,0.24470192659646273,0.646875001800557,sigmoid,sgd,mean_squared_error,1,3,50,100,42
100,0.24231776450444192,0.5558252401143602,0.2422777305667599,0.5552083424602946,sigmoid,sgd,mean_squared_error,2,40,50,100,1337
20,0.2465196574486575,0.5558252401143602,0.24657153322671851,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,40,50,20,1
100,0.08050058984640733,0.9247572830001127,0.07066821532013516,0.9437500021109978,sigmoid,Adam,mean_squared_error,2,40,50,100,1337
20,0.2381420157198767,0.5558252444545042,0.23826190580924353,0.5552083378036817,sigmoid,Adam,mean_squared_error,1,3,40,20,1337
100,0.24139227117728262,0.7475728178487241,0.24127067998051643,0.5854166721304258,sigmoid,sgd,mean_squared_error,1,20,40,100,1337
20,0.21518527275150262,0.6844660165240464,0.21459120698273182,0.6854166612029076,sigmoid,Adam,mean_squared_error,2,20,40,20,42
600,0.17739552736861033,0.8082524294992095,0.17349445012708506,0.8427083318432173,sigmoid,sgd,mean_squared_error,2,40,40,600,1337
600,0.19617623322218367,0.7936893148908337,0.19369715064143142,0.829166658843557,sigmoid,sgd,mean_squared_error,1,40,50,600,1337
600,0.2251303091789912,0.6140776710602843,0.22398515231907368,0.6041666654249033,sigmoid,sgd,mean_squared_error,2,3,40,600,1337
20,0.24562185301074704,0.5558252401143602,0.24562428441519538,0.5552083433916172,sigmoid,Adam,mean_squared_error,2,3,50,20,1
100,0.1071379715305509,0.9004854325530598,0.0971340174631526,0.920833328117927,sigmoid,Adam,mean_squared_error,2,20,50,100,42
100,0.24297037040724337,0.5558252401143602,0.24298293112466732,0.5552083412185311,sigmoid,sgd,mean_squared_error,2,40,50,100,1
100,0.24546703117565044,0.5558252401143602,0.2454565822457274,0.5552083471169075,sigmoid,sgd,mean_squared_error,2,3,50,100,1337
600,0.2206514686056711,0.6504854397866332,0.21939363284036517,0.6406250024835268,sigmoid,sgd,mean_squared_error,1,3,50,600,1337
100,0.238602680633369,0.8470873896358082,0.23842715534071127,0.7510416681567827,sigmoid,sgd,mean_squared_error,1,3,40,100,42
20,0.24117562681147195,0.5558252401143602,0.24120748648419976,0.5552083409080902,sigmoid,Adam,mean_squared_error,1,3,50,20,1337
100,0.08672037076892204,0.9174757264192822,0.07623289634163181,0.9375000024835268,sigmoid,Adam,mean_squared_error,1,20,40,100,1
600,0.193627612828051,0.7912621327395578,0.1910170561944445,0.8281249903763334,sigmoid,sgd,mean_squared_error,1,40,50,600,42
100,0.2407787701169264,0.5558252444545042,0.24066593932608762,0.5552083390454451,sigmoid,sgd,mean_squared_error,1,40,40,100,1337
100,0.24351883650694078,0.5558252401143602,0.24356009919817248,0.5552083434692273,sigmoid,sgd,mean_squared_error,1,20,50,100,42
100,0.1077923074147655,0.8932038860992321,0.09789667557924986,0.9208333268761635,sigmoid,Adam,mean_squared_error,1,20,50,100,42
600,0.1857131130776359,0.7936893308046952,0.1823920737951994,0.836458332836628,sigmoid,sgd,mean_squared_error,2,40,40,600,42
20,0.22046537784118098,0.8446601907026421,0.22063547559082508,0.6427083263794581,sigmoid,Adam,mean_squared_error,1,20,40,20,1
600,0.014700781751776712,0.985436899858771,0.012784701907852044,0.9833333399146795,sigmoid,Adam,mean_squared_error,2,20,50,600,1
600,0.20598949860889934,0.7402912641613228,0.20368384399140874,0.7729166659216086,sigmoid,sgd,mean_squared_error,1,3,50,600,1
600,0.024629430718792294,0.9733009714524723,0.020084047884059448,0.9760416795810064,sigmoid,Adam,mean_squared_error,2,3,40,600,1
20,0.2538824220305508,0.5558252401143602,0.2543849195353687,0.5552083440124989,sigmoid,sgd,mean_squared_error,2,3,50,20,42
100,0.08000130428778894,0.9247572830001127,0.07044038525782526,0.943749999627471,sigmoid,Adam,mean_squared_error,1,40,50,100,1337
100,0.17078248534387755,0.800970877258523,0.16451584113140902,0.8239583273728689,sigmoid,Adam,mean_squared_error,1,3,40,100,42
100,0.24473079952221471,0.5558252444545042,0.2447114810347557,0.5552083390454451,sigmoid,sgd,mean_squared_error,2,3,40,100,1
100,0.2432655040355562,0.8179611598403709,0.2432407814388474,0.6833333413427075,sigmoid,sgd,mean_squared_error,2,3,50,100,42
600,0.01297882441386074,0.9878640834567616,0.011456934657568732,0.9833333492279053,sigmoid,Adam,mean_squared_error,1,20,40,600,1337
20,0.22404925923034982,0.6626213577765863,0.22442744470511874,0.6666666697710752,sigmoid,Adam,mean_squared_error,2,20,50,20,42
600,0.17985763465895235,0.8033980594097989,0.1763147165377935,0.8395833422740301,sigmoid,sgd,mean_squared_error,1,40,40,600,1337
100,0.24143591002353187,0.8883495209286514,0.24135951201121011,0.8864583323399226,sigmoid,sgd,mean_squared_error,1,3,40,100,1
600,0.02957052896160958,0.9684466013630617,0.02371583363856189,0.9760416727513075,sigmoid,Adam,mean_squared_error,1,3,50,600,1
600,0.013142345416657989,0.9878640834567616,0.011589726913371123,0.9833333467443784,sigmoid,Adam,mean_squared_error,2,20,40,600,42
20,0.24838543878596964,0.6019417504662449,0.24851870350539684,0.8197916621963183,sigmoid,sgd,mean_squared_error,1,3,40,20,1
600,0.012639181612701453,0.9878640820100469,0.011210450504828865,0.9833333430190881,sigmoid,Adam,mean_squared_error,2,40,50,600,1337
600,0.011481155508007962,0.9878640834567616,0.010228771626619467,0.9864583387970924,sigmoid,Adam,mean_squared_error,2,40,40,600,1337
20,0.24998356893803308,0.4441747490352797,0.2502368922966222,0.44479167088866234,sigmoid,sgd,mean_squared_error,2,3,50,20,1
600,0.21531377154067882,0.7742718429241365,0.21381398849189281,0.8593749975164732,sigmoid,sgd,mean_squared_error,1,3,40,600,1
100,0.06820012477127094,0.936893195203207,0.05845347590123614,0.9500000029802322,sigmoid,Adam,mean_squared_error,2,40,40,100,1
100,0.09467297278850981,0.9150485384811475,0.083529155390958,0.9343749980131785,sigmoid,Adam,mean_squared_error,2,20,40,100,1
600,0.01454123363884401,0.9878640820100469,0.012619359229574911,0.9833333399146795,sigmoid,Adam,mean_squared_error,1,20,50,600,42
600,0.028223669802932776,0.9708737835143376,0.022768535137098905,0.9750000052154064,sigmoid,Adam,mean_squared_error,2,3,50,600,1
20,0.22272811757708058,0.6504854397866332,0.22292024021347365,0.6458333361273011,sigmoid,Adam,mean_squared_error,2,20,50,20,1337
20,0.24503315797129882,0.5558252444545042,0.24519700991610685,0.5552083353201548,sigmoid,sgd,mean_squared_error,2,40,40,20,42
600,0.1795500852529285,0.8058252473479336,0.17583663140734038,0.8427083343267441,sigmoid,sgd,mean_squared_error,1,20,40,600,42
100,0.16981938727272367,0.7912621370797018,0.16343943712611994,0.8239583348234495,sigmoid,Adam,mean_squared_error,1,3,40,100,1337
20,0.21408076034587564,0.7038835029578904,0.21410012928148112,0.7010416723787785,sigmoid,Adam,mean_squared_error,1,40,50,20,1
20,0.24658807236882088,0.5558252401143602,0.24669744229565063,0.5552083409080902,sigmoid,sgd,mean_squared_error,1,3,50,20,1
20,0.24510082624201635,0.5922330139042105,0.24504859714458385,0.667708337927858,sigmoid,sgd,mean_squared_error,2,20,50,20,1337
100,0.09859655421335721,0.9053397983023264,0.08850006976475318,0.9302083378036817,sigmoid,Adam,mean_squared_error,1,20,40,100,1337
600,0.013531292494820449,0.9878640834567616,0.011807623639469966,0.9833333442608515,sigmoid,Adam,mean_squared_error,2,20,40,600,1337
20,0.24115958795385453,0.881067949880674,0.24135297847290835,0.8749999931703011,sigmoid,Adam,mean_squared_error,2,3,50,20,1337
20,0.21427474525368329,0.6844660165240464,0.2140809576958418,0.6864583318432173,sigmoid,Adam,mean_squared_error,1,20,40,20,1337
100,0.2438883390820142,0.7451456374335057,0.24380795191973448,0.6979166753590107,sigmoid,sgd,mean_squared_error,1,3,50,100,1337
600,0.20304891112649326,0.7766990325983288,0.2009317404590547,0.8145833319673935,sigmoid,sgd,mean_squared_error,2,40,50,600,1
20,0.19912627455100274,0.7475728178487241,0.19857035639385381,0.7718749990065893,sigmoid,Adam,mean_squared_error,1,40,40,20,42
600,0.024484487756797412,0.9708737893011964,0.01982428356617068,0.9760416845480601,sigmoid,Adam,mean_squared_error,1,3,40,600,42
20,0.2461171743360538,0.5558252444545042,0.24612809096773466,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,20,40,20,1337
20,0.2658577471682169,0.4441747555454958,0.26692461284498376,0.44479166840513545,sigmoid,sgd,mean_squared_error,1,3,40,20,42
100,0.0863749247261332,0.9150485399278622,0.07661561376880854,0.9385416538765033,sigmoid,Adam,mean_squared_error,2,40,50,100,42
20,0.24661095773132102,0.5558252444545042,0.24676707511146864,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,40,40,20,1
600,0.044619833634605685,0.9490291189800188,0.03536705571847657,0.9635416722546021,sigmoid,Adam,mean_squared_error,2,3,50,600,1337
100,0.24148468094543346,0.5558252401143602,0.24126070411875844,0.5552083443229398,sigmoid,sgd,mean_squared_error,2,40,50,100,42
600,0.19882142131479041,0.7888349505882819,0.19645116571336985,0.8187499959021807,sigmoid,sgd,mean_squared_error,2,40,50,600,1337
600,0.011341772761051227,0.9927184535461722,0.010169632359369038,0.9875000094374021,sigmoid,Adam,mean_squared_error,1,40,40,600,42
20,0.24572595433124061,0.5558252444545042,0.24588878514866033,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,40,40,20,1337
100,0.10807475816566968,0.8907767039479562,0.09769982192665339,0.9124999983857075,sigmoid,Adam,mean_squared_error,2,20,50,100,1
20,0.24545805373238128,0.5558252444545042,0.2454960010945797,0.5624999975164732,sigmoid,sgd,mean_squared_error,1,40,40,20,42
100,0.0979255844377777,0.910194168391737,0.08784716452161472,0.9291666746139526,sigmoid,Adam,mean_squared_error,2,20,40,100,42
600,0.20131212226974154,0.7815533969008807,0.19912609597668052,0.8156249914318323,sigmoid,sgd,mean_squared_error,2,40,50,600,42
20,0.20011018578288625,0.7500000057868588,0.1997829768806696,0.7593749935428301,sigmoid,Adam,mean_squared_error,1,40,40,20,1337
100,0.18425721161573835,0.7694174716773542,0.18016133162503442,0.7885416646798452,sigmoid,Adam,mean_squared_error,1,3,50,100,1
20,0.2340304475386166,0.8859223286503727,0.23416045168414712,0.7656249993791183,sigmoid,Adam,mean_squared_error,1,3,50,20,1
20,0.2422439131921935,0.5558252444545042,0.242322047551473,0.5552083353201548,sigmoid,Adam,mean_squared_error,2,3,40,20,42
100,0.2414038280404887,0.5558252401143602,0.2412966665190955,0.555208345875144,sigmoid,sgd,mean_squared_error,1,40,50,100,42
100,0.11034399028686644,0.8907767039479562,0.10030412930063903,0.9156249985098839,sigmoid,Adam,mean_squared_error,2,20,50,100,1337
600,0.1972217057081102,0.7888349505882819,0.19460851419717073,0.8229166635622581,sigmoid,sgd,mean_squared_error,2,20,50,600,1337
600,0.18712929151590588,0.78640777277715,0.1830797797689835,0.8260416661699613,sigmoid,sgd,mean_squared_error,1,3,40,600,1337
600,0.032072403133638856,0.9587378692858427,0.025559238075705554,0.9739583426465591,sigmoid,Adam,mean_squared_error,2,3,50,600,42
20,0.21155704210684137,0.689320386613457,0.211553776015838,0.6916666701436043,sigmoid,Adam,mean_squared_error,1,20,40,20,42
600,0.024097712131813893,0.9733009714524723,0.019553130492568016,0.9760416770974795,sigmoid,Adam,mean_squared_error,2,3,40,600,1337
600,0.1923314349599255,0.7912621327395578,0.1895604698608319,0.8260416649281979,sigmoid,sgd,mean_squared_error,1,20,50,600,42
100,0.06511370693016978,0.9368932009900658,0.055967772069076695,0.9510416686534882,sigmoid,Adam,mean_squared_error,1,40,40,100,1337
600,0.18485820741908063,0.7936893308046952,0.1815283317118883,0.836458332836628,sigmoid,sgd,mean_squared_error,2,40,40,600,1
100,0.24129683054187923,0.5558252444545042,0.24122398595015207,0.5552083402872086,sigmoid,sgd,mean_squared_error,2,40,40,100,42
600,0.21334463025181039,0.7548543758762692,0.2117767327775558,0.84375,sigmoid,sgd,mean_squared_error,2,3,40,600,42
600,0.0126671164004964,0.9878640820100469,0.011173679000724709,0.9833333448817333,sigmoid,Adam,mean_squared_error,1,40,50,600,42
600,0.011378191298470624,0.9902912713948963,0.010190866785706021,0.9864583387970924,sigmoid,Adam,mean_squared_error,1,40,40,600,1
600,0.011498629407125335,0.9878640834567616,0.01026354181036974,0.9885416775941849,sigmoid,Adam,mean_squared_error,1,40,40,600,1337
100,0.24126536377425334,0.5558252444545042,0.2412485952178637,0.5552083390454451,sigmoid,sgd,mean_squared_error,2,20,40,100,1337
100,0.24510355792867328,0.563106795537819,0.24510769871994853,0.5552083433916172,sigmoid,sgd,mean_squared_error,2,3,50,100,1
600,0.024797789842903036,0.9733009714524723,0.020273786076965433,0.9760416770974795,sigmoid,Adam,mean_squared_error,1,3,40,600,1337
600,0.19782122058197132,0.7621359223300971,0.19486781458059946,0.7989583387970924,sigmoid,sgd,mean_squared_error,1,3,40,600,42
20,0.24615337735819584,0.5558252401143602,0.24626957206055522,0.5552083399767677,sigmoid,sgd,mean_squared_error,1,40,50,20,1
600,0.18437446986587303,0.7912621428665606,0.1808771900832653,0.8354166621963183,sigmoid,sgd,mean_squared_error,1,20,40,600,1
20,0.24671456680714504,0.5558252444545042,0.24682888016104698,0.5552083353201548,sigmoid,sgd,mean_squared_error,1,20,40,20,1337
100,0.24238456836313876,0.5558252401143602,0.24225937870020667,0.5552083418394128,sigmoid,sgd,mean_squared_error,2,20,50,100,1
100,0.242110732834316,0.5558252444545042,0.2420368678867817,0.5552083378036817,sigmoid,sgd,mean_squared_error,2,40,40,100,1
600,0.011374606940786815,0.9902912713948963,0.010203289988567121,0.989583338300387,sigmoid,Adam,mean_squared_error,2,40,40,600,1
100,0.2418536896844512,0.5558252444545042,0.2418638914823532,0.5656249970197678,sigmoid,sgd,mean_squared_error,1,40,40,100,1
600,0.2199746134501059,0.682038836687514,0.2186816819012165,0.757291667163372,sigmoid,sgd,mean_squared_error,2,3,40,600,1
600,0.014512231310680327,0.985436899858771,0.012686748016373409,0.9833333380520344,sigmoid,Adam,mean_squared_error,1,20,50,600,1337
100,0.24048652015264751,0.5558252444545042,0.24035568721592426,0.5552083390454451,sigmoid,sgd,mean_squared_error,2,40,40,100,1337
20,0.2595047547834591,0.4441747490352797,0.2600992393369476,0.4447916702677806,sigmoid,sgd,mean_squared_error,2,3,50,20,1337
600,0.22426345242747983,0.8665048462673298,0.22332878115897378,0.6333333409080902,sigmoid,sgd,mean_squared_error,2,3,50,600,42
600,0.012931003045399212,0.9878640834567616,0.011422585987020284,0.9833333442608515,sigmoid,Adam,mean_squared_error,2,20,40,600,1
100,0.22237875182362435,0.8883495108016486,0.22195246598372856,0.8968749990065893,sigmoid,Adam,mean_squared_error,2,3,50,100,42
20,0.19644118642922745,0.7427184535461722,0.19565974548459053,0.7687499970197678,sigmoid,Adam,mean_squared_error,2,40,40,20,1
600,0.015036251068169486,0.9805825210890724,0.01301641906805647,0.9822916742414236,sigmoid,Adam,mean_squared_error,2,20,50,600,42
100,0.24061092285855304,0.8446601852051263,0.2405761401169002,0.6781250008692344,sigmoid,sgd,mean_squared_error,1,20,50,100,1
20,0.24568006266089318,0.8932038852312032,0.24591142746309438,0.904166671137015,sigmoid,Adam,mean_squared_error,2,3,40,20,1337
600,0.014595160953072126,0.985436899858771,0.01269196844320201,0.9833333368102709,sigmoid,Adam,mean_squared_error,2,20,50,600,1337
20,0.2091542224860886,0.6966019446410022,0.2088674766321977,0.7020833318432173,sigmoid,Adam,mean_squared_error,2,20,40,20,1337
600,0.01342121361375072,0.9878640834567616,0.011786286496014023,0.9833333442608515,sigmoid,Adam,mean_squared_error,1,20,40,600,42
20,0.21461109448115803,0.6868932116957545,0.21450014226138592,0.685416671137015,sigmoid,Adam,mean_squared_error,1,20,50,20,42
20,0.2442809770118843,0.8276699040699931,0.24433771458764872,0.7218749995032946,sigmoid,sgd,mean_squared_error,2,20,40,20,42
600,0.20433744860505595,0.7621359252235265,0.20233988125498095,0.7937499936670065,sigmoid,sgd,mean_squared_error,2,20,50,600,42
600,0.011203621597779751,0.9878640834567616,0.01003512834237578,0.9885416726271311,sigmoid,Adam,mean_squared_error,2,40,40,600,42
20,0.20892820044339283,0.7135922387965674,0.2087109793598453,0.7354166569809119,sigmoid,Adam,mean_squared_error,1,40,50,20,42
