round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,batch_size,epochs
10,0.23956507068235897,0.5364077614927755,0.2378513403236866,0.5635416731238365,softmax,Nadam,mean_squared_error,2,40,10
10,0.09572147379077754,0.9174757212111093,0.09939630632288754,0.9124999884516001,relu,Nadam,mean_squared_error,2,30,10
10,0.2253151497649915,0.6286407808945017,0.2254367507994175,0.6145833376795053,sigmoid,Adam,mean_squared_error,1,30,10
20,0.23588377613465764,0.5364077614927755,0.2332556669910749,0.5635416693985462,softmax,Adam,mean_squared_error,2,40,20
10,0.17400354392898892,0.825242717867916,0.179951890061299,0.7979166656732559,sigmoid,Nadam,mean_squared_error,2,20,10
10,0.20691750147967664,0.7038834939882593,0.20983749348670244,0.6687499973922968,softmax,Nadam,mean_squared_error,1,20,10
20,0.12472349593361605,0.8932038875459467,0.12754294772942862,0.8822916597127914,relu,Adam,mean_squared_error,2,40,20
20,0.04348038119779339,0.9441747509160088,0.03863244655076414,0.9708333257585764,elu,Nadam,mean_squared_error,2,30,20
20,0.2196110405968231,0.640776695267668,0.21722246706485748,0.6489583315948645,elu,sgd,mean_squared_error,2,20,20
20,0.2475725831192674,0.5436893274772514,0.24572153110057116,0.623958338983357,softmax,sgd,mean_squared_error,2,30,20
10,0.24086281997196882,0.5364077701730635,0.23808290297165513,0.563541678711772,elu,sgd,mean_squared_error,1,30,10
20,0.08681929943341653,0.9199029114639875,0.0878066096144418,0.9302083291113377,elu,Adam,mean_squared_error,2,20,20
20,0.24713018362961928,0.5364077614927755,0.24374359101057053,0.5635416706403097,sigmoid,sgd,mean_squared_error,2,40,20
10,0.2401018058790744,0.5364077614927755,0.23835984182854494,0.5635416693985462,softmax,Nadam,mean_squared_error,1,40,10
10,0.15882841197466388,0.825242713817115,0.16368352342396975,0.8218749929219484,relu,Adam,mean_squared_error,1,30,10
20,0.19245013290817298,0.7621359281169559,0.1953349088629087,0.7625000004967054,softmax,Nadam,mean_squared_error,2,40,20
20,0.05372993998880525,0.9393203889282005,0.050246119809647403,0.9593750064571699,elu,Nadam,mean_squared_error,2,40,20
10,0.15555203814529678,0.8373786401980131,0.1624575381477674,0.807291661699613,elu,Adam,mean_squared_error,1,40,10
10,0.24922243758891394,0.5364077701730635,0.24857768462970853,0.5635416759178042,softmax,sgd,mean_squared_error,1,30,10
10,0.2187710214876434,0.643203877418944,0.2200672080119451,0.6249999993791183,softmax,Nadam,mean_squared_error,2,20,10
20,0.231216053143867,0.5558252490839912,0.2296628812327981,0.5812500044703484,softmax,Adam,mean_squared_error,2,30,20
10,0.12669538713774633,0.8932038875459467,0.13250611536204815,0.8708333323399226,relu,Nadam,mean_squared_error,1,40,10
10,0.08236749944032974,0.9271844608112446,0.08490805064017574,0.9333333286146323,elu,Nadam,mean_squared_error,2,20,10
10,0.232593320527123,0.5364077701730635,0.2310284792135159,0.5635416706403097,relu,sgd,mean_squared_error,2,20,10
10,0.2337980059165399,0.5364077614927755,0.2298662948111693,0.5635416693985462,relu,sgd,mean_squared_error,1,40,10
20,0.24895199149557687,0.5364077614927755,0.24743686988949776,0.5635416693985462,softmax,sgd,mean_squared_error,1,40,20
20,0.23821694845134772,0.5364077614927755,0.23595267782608667,0.5635416731238365,softmax,Adam,mean_squared_error,1,40,20
20,0.17786979819964438,0.7864077571526314,0.18164029903709888,0.7760416641831398,softmax,Nadam,mean_squared_error,1,30,20
20,0.10142187358250895,0.9077669807429453,0.10370025155134499,0.9083333220332861,elu,Adam,mean_squared_error,1,30,20
20,0.22859337998246684,0.5485436809294432,0.2251019732405742,0.5781249987582365,elu,sgd,mean_squared_error,2,40,20
10,0.1795626079428543,0.7864077571526314,0.18577114259824157,0.7593749966472387,elu,Adam,mean_squared_error,1,30,10
20,0.10638781539300113,0.9101941672343652,0.1086350695695728,0.9052083231508732,elu,Adam,mean_squared_error,2,30,20
10,0.24456613626584267,0.5364077701730635,0.24189801421016455,0.563541678711772,softmax,Adam,mean_squared_error,1,30,10
20,0.1703469116710922,0.830097082170468,0.17352591113497814,0.8166666676600774,sigmoid,Adam,mean_squared_error,2,20,20
20,0.13617568549889963,0.8640776670094833,0.1405726227288445,0.8572916686534882,softmax,Nadam,mean_squared_error,2,20,20
10,0.14212530851364136,0.8689320342054645,0.14788406683752933,0.8572916674117247,relu,Adam,mean_squared_error,1,20,10
20,0.2063565838684156,0.6747572763452252,0.20793265849351883,0.683333333581686,softmax,Adam,mean_squared_error,1,20,20
10,0.14803178384176735,0.8495145567412515,0.15374280946950117,0.8354166659216086,relu,Adam,mean_squared_error,2,20,10
10,0.17593538674336034,0.7815534084745981,0.1802210578074058,0.7697916701436043,relu,Adam,mean_squared_error,1,40,10
20,0.2041002360073108,0.7135922370605099,0.20620764481524625,0.7093749990065893,sigmoid,Adam,mean_squared_error,2,40,20
20,0.03473514813061768,0.9587378600268688,0.02892942235727484,0.9760416621963183,elu,Nadam,mean_squared_error,1,20,20
20,0.16094679204584325,0.8567961205556555,0.16615071706473827,0.8093750004967054,sigmoid,Nadam,mean_squared_error,1,40,20
10,0.08317392153068653,0.9247572757665393,0.08531325962394476,0.9364583243926367,relu,Nadam,mean_squared_error,2,20,10
10,0.10286749892153786,0.9126213525684135,0.10691374237649143,0.9010416567325592,relu,Nadam,mean_squared_error,1,30,10
10,0.250114620021246,0.5364077614927755,0.24497306533157825,0.5635416681567827,sigmoid,sgd,mean_squared_error,2,40,10
10,0.24526767005908837,0.5606796198967591,0.2422117437236011,0.6333333402872086,sigmoid,sgd,mean_squared_error,2,30,10
10,0.13322643313593077,0.881067959428991,0.1408906557286779,0.8583333318432173,relu,Nadam,mean_squared_error,2,40,10
10,0.2491787118674482,0.5728155415034989,0.24893405148759484,0.5781250074505806,softmax,sgd,mean_squared_error,2,30,10
10,0.18913116674978755,0.7815533896673073,0.19359513884410262,0.771874999627471,sigmoid,Nadam,mean_squared_error,1,30,10
10,0.170551503456912,0.8228155299297815,0.1759302985544006,0.8125000012417635,sigmoid,Nadam,mean_squared_error,1,20,10
20,0.24914905139543478,0.5364077701730635,0.2464281221230825,0.5635416712611914,softmax,sgd,mean_squared_error,1,20,20
20,0.24923720724374346,0.5364077614927755,0.24816478167970976,0.5635416706403097,softmax,sgd,mean_squared_error,2,40,20
20,0.21734612992087615,0.6286407743842857,0.21556781542797884,0.632291667163372,elu,sgd,mean_squared_error,1,20,20
10,0.18428613129750038,0.8179611638911719,0.18813904809455076,0.7822916607062022,elu,Adam,mean_squared_error,2,40,10
10,0.22872212804058223,0.54611650890517,0.22709625586867332,0.5739583317190409,elu,sgd,mean_squared_error,2,20,10
20,0.09020302701488282,0.922330090721834,0.09108456394945581,0.9354166636864344,relu,Adam,mean_squared_error,1,20,20
10,0.2494149616042387,0.5364077701730635,0.24696776426086822,0.5635416712611914,sigmoid,sgd,mean_squared_error,1,20,10
10,0.22619036715296867,0.5533980669327152,0.22562972363084555,0.5687500024214387,softmax,Nadam,mean_squared_error,2,30,10
20,0.048717704068109824,0.9417475644245888,0.04438762937206775,0.9656249918043613,elu,Nadam,mean_squared_error,1,30,20
10,0.2042708143736552,0.8325242625856862,0.20670094527304173,0.7291666703919569,sigmoid,Nadam,mean_squared_error,2,40,10
20,0.19453017659557675,0.7621359194366677,0.1965763713233173,0.7718750033527613,sigmoid,Adam,mean_squared_error,2,30,20
10,0.24546195667924234,0.5364077614927755,0.24275573529303074,0.5635416693985462,softmax,Adam,mean_squared_error,1,40,10
10,0.25137808021989844,0.5364077701730635,0.2472421764396131,0.5635416759178042,sigmoid,sgd,mean_squared_error,1,30,10
10,0.2398404737988722,0.5364077701730635,0.23751469422131777,0.5635416706403097,softmax,Adam,mean_squared_error,2,20,10
10,0.20419609373055617,0.7475728178487241,0.20698986916492382,0.7177083355685075,sigmoid,Adam,mean_squared_error,1,20,10
20,0.21586123615213967,0.6504854325530598,0.21628458021829525,0.6427083307256302,softmax,Adam,mean_squared_error,2,20,20
10,0.12812804915372608,0.8859223295184016,0.13206421801199517,0.8614583313465118,elu,Nadam,mean_squared_error,2,40,10
10,0.24916613622776512,0.5364077614927755,0.24782021654148897,0.5635416706403097,softmax,sgd,mean_squared_error,2,40,10
10,0.23541707755292504,0.5364077614927755,0.23100186263521513,0.5635416693985462,relu,sgd,mean_squared_error,2,40,10
20,0.24799669562902266,0.5364077701730635,0.24498660303652287,0.5635416796430945,sigmoid,sgd,mean_squared_error,2,30,20
10,0.09073369881337129,0.9223300936152634,0.09484377223998308,0.9229166594644388,relu,Nadam,mean_squared_error,1,20,10
20,0.23142533380429722,0.7475728120618653,0.22901171445846558,0.7312499955296516,relu,sgd,mean_squared_error,2,40,20
