round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,first_neurons,batch_size,epochs,random_state
600,0.013319520768031333,0.9781553372017389,0.012593653023941442,0.9833333461234967,sigmoid,RMSprop,mean_squared_error,2,20,50,600,1337
600,0.012073720172409293,0.9781553473287415,0.01174388576328056,0.9833333467443784,sigmoid,RMSprop,mean_squared_error,1,20,40,600,42
600,0.013040774584368088,0.9781553372017389,0.012645880048997546,0.9833333461234967,sigmoid,RMSprop,mean_squared_error,1,20,50,600,1337
600,0.012128406122905536,0.9854369053562868,0.011789428758978223,0.9843750074505806,sigmoid,RMSprop,mean_squared_error,1,20,40,600,1
600,0.009826401895074879,0.9854369053562868,0.009832045669706227,0.9875000069538752,sigmoid,RMSprop,mean_squared_error,1,40,40,600,1337
600,0.011191473191025333,0.985436899858771,0.011077647402998991,0.9854166650523742,sigmoid,RMSprop,mean_squared_error,1,40,50,600,1337
600,0.01113584079413485,0.9854368981227134,0.011096284890300012,0.9854166712611914,sigmoid,RMSprop,mean_squared_error,1,40,50,600,1
600,0.013629607243680404,0.9781553372017389,0.012867313923682863,0.9833333417773247,sigmoid,RMSprop,mean_squared_error,1,20,50,600,42
600,0.01062443964092911,0.9854369053562868,0.010841947160467194,0.9854166731238365,sigmoid,RMSprop,mean_squared_error,2,40,40,600,42
600,0.010886857792445756,0.9854369053562868,0.010824142232498465,0.9854166756073633,sigmoid,RMSprop,mean_squared_error,1,40,40,600,1
600,0.010874487414449742,0.9854368981227134,0.011068339835522542,0.9843750086923441,sigmoid,RMSprop,mean_squared_error,2,40,50,600,1
600,0.012998114810189575,0.9781553473287415,0.012401557090925053,0.9833333467443784,sigmoid,RMSprop,mean_squared_error,2,20,40,600,1
600,0.011095759618204557,0.9854368981227134,0.011138105238084487,0.9854166774700085,sigmoid,RMSprop,mean_squared_error,2,40,50,600,42
600,0.010260131680271,0.9902912696588386,0.010532073569872106,0.9854166780908903,sigmoid,RMSprop,mean_squared_error,2,40,40,600,1337
600,0.01198379792164541,0.9781553473287415,0.011706109440031772,0.9843750074505806,sigmoid,RMSprop,mean_squared_error,2,20,40,600,42
600,0.011026736097952839,0.9854368981227134,0.011202254288946278,0.9854166681567827,sigmoid,RMSprop,mean_squared_error,1,40,50,600,42
600,0.010161363741256368,0.9902912696588386,0.010494041664060205,0.9854166780908903,sigmoid,RMSprop,mean_squared_error,2,40,40,600,1
600,0.012816129996016333,0.9781553372017389,0.012427263810726194,0.9833333461234967,sigmoid,RMSprop,mean_squared_error,2,20,50,600,1
600,0.013108318034125474,0.9781553372017389,0.012474639440673249,0.9833333448817333,sigmoid,RMSprop,mean_squared_error,2,20,50,600,42
600,0.012244476240526126,0.9781553473287415,0.011745174376604458,0.9843750074505806,sigmoid,RMSprop,mean_squared_error,1,20,40,600,1337
600,0.010410560747084109,0.9854369053562868,0.010508340686404457,0.9854166780908903,sigmoid,RMSprop,mean_squared_error,1,40,40,600,42
600,0.011156658846568497,0.9854368981227134,0.011294254874277007,0.9843750086923441,sigmoid,RMSprop,mean_squared_error,2,40,50,600,1337
600,0.012875400090282693,0.9781553372017389,0.0124208073148111,0.9833333442608515,sigmoid,RMSprop,mean_squared_error,1,20,50,600,1
600,0.011882181008102245,0.9781553473287415,0.011601684270620657,0.9833333442608515,sigmoid,RMSprop,mean_squared_error,2,20,40,600,1337
