round_epochs,val_loss,val_acc,loss,acc,activation,optimizer,losses,hidden_layers,batch_size,epochs
20,0.14203799544896895,0.8592233003921879,0.14414451473082104,0.8489583345750967,softmax,Nadam,mean_squared_error,3,20,20
10,0.23854201388301202,0.5703883606542661,0.24079897301271558,0.6218750076368451,softmax,Adam,mean_squared_error,3,30,10
10,0.189277182432633,0.8446601927280426,0.18956877198070288,0.7947916630655527,sigmoid,Nadam,mean_squared_error,1,30,10
20,0.10587618601264305,0.9150485436893204,0.10609462950378656,0.9010416666666666,elu,Adam,mean_squared_error,2,40,20
10,0.24207248242156018,0.570388350382592,0.24425408616662025,0.5489583338300387,softmax,Adam,mean_squared_error,3,40,10
10,0.24348445583894415,0.5703883576161654,0.24544143319750825,0.5489583409701785,softmax,Adam,mean_squared_error,1,50,10
20,0.1345739904971956,0.8859223329905167,0.1345748339469234,0.8593750049670538,relu,Adam,mean_squared_error,3,40,20
10,0.08589174070404572,0.9368931946245213,0.08827705355361104,0.919791662444671,relu,Nadam,mean_squared_error,1,20,10
20,0.13835733582817236,0.871359213752654,0.13886570069007576,0.8583333268761635,sigmoid,Nadam,mean_squared_error,1,30,20
20,0.22062554297227305,0.6601941869096849,0.22298220312222838,0.6385416677221656,elu,sgd,mean_squared_error,3,30,20
20,0.15224297851034738,0.8446601907026421,0.15397037914954126,0.8374999929219484,relu,Adam,mean_squared_error,2,30,20
20,0.10938039805414607,0.9077669827683458,0.10930972670515378,0.8937499970197678,relu,Adam,mean_squared_error,2,20,20
20,0.16964661308283946,0.8252427161318584,0.17220250517129898,0.8145833276212215,softmax,Nadam,mean_squared_error,2,30,20
20,0.14403785432426675,0.885922327203658,0.1448079920373857,0.860416671882073,softmax,Nadam,mean_squared_error,2,20,20
10,0.15217052758174035,0.847087377194062,0.15433932817541063,0.8302083276212215,elu,Adam,mean_squared_error,3,30,10
20,0.19818936982779828,0.74029126387198,0.19939168418447176,0.7614583348234495,sigmoid,Adam,mean_squared_error,1,40,20
10,0.17099857981343872,0.8131067946697902,0.17399391159415245,0.8104166593402624,relu,Adam,mean_squared_error,3,30,10
10,0.17294956873921516,0.8009708674208632,0.17654151655733585,0.8041666696468989,relu,Adam,mean_squared_error,1,40,10
10,0.24514102053295062,0.5703883606542661,0.2472677561454475,0.548958346247673,sigmoid,sgd,mean_squared_error,3,30,10
10,0.1020902841198213,0.9126213525684135,0.10496337385848165,0.8999999929219484,elu,Nadam,mean_squared_error,1,30,10
10,0.24112687722861187,0.5703883606542661,0.24309830088168383,0.5677083395421505,sigmoid,sgd,mean_squared_error,1,30,10
20,0.060495358358309104,0.9563106807690223,0.06156219798140228,0.943750003973643,elu,Nadam,mean_squared_error,2,40,20
10,0.2381035746301262,0.6650485419532628,0.23959878645837307,0.6520833323399226,relu,sgd,mean_squared_error,3,40,10
20,0.23341281929062407,0.5849514519705356,0.23563826332489649,0.5635416693985462,softmax,Adam,mean_squared_error,1,40,20
10,0.17464210498101504,0.7888349450907661,0.1763173590103785,0.7916666716337204,relu,Adam,mean_squared_error,3,40,10
10,0.21519702137673943,0.8422330053685938,0.21710864640772343,0.7895833291113377,elu,sgd,mean_squared_error,2,30,10
20,0.19754904667729312,0.7669902924195077,0.19884151965379715,0.7812499981373549,sigmoid,Adam,mean_squared_error,2,30,20
20,0.21025847694248828,0.6917475759983063,0.21182404163603982,0.6895833369344473,elu,sgd,mean_squared_error,3,50,20
10,0.22901448990824153,0.6796116617698114,0.23105308087542653,0.6718750049670538,sigmoid,Adam,mean_squared_error,2,50,10
10,0.14252037721351513,0.8616504854368932,0.14525414848079285,0.8552083348234495,relu,Adam,mean_squared_error,2,20,10
10,0.22336304028636045,0.5703883518293066,0.22607369037965933,0.5500000019868215,relu,sgd,mean_squared_error,3,20,10
10,0.23109512277019834,0.5873786341218115,0.23410570062696934,0.5583333360652128,softmax,Nadam,mean_squared_error,1,40,10
20,0.19244548490325225,0.7936893250178365,0.19327228826781115,0.8052083402872086,elu,sgd,mean_squared_error,2,20,20
20,0.24624916100964964,0.570388350382592,0.24777531189223131,0.5489583387970924,softmax,sgd,mean_squared_error,1,40,20
20,0.2011744892857607,0.7305825338201616,0.20459379038463035,0.6958333297322193,softmax,Nadam,mean_squared_error,3,50,20
10,0.21913153381602277,0.6674757365462849,0.2222087630070746,0.6645833346992731,elu,sgd,mean_squared_error,2,50,10
20,0.11082845857565843,0.9053397974342976,0.11013973830267787,0.8958333246409893,relu,Adam,mean_squared_error,3,30,20
10,0.16750525024909418,0.8203883529866783,0.1705349963158369,0.8239583279937506,relu,Adam,mean_squared_error,2,30,10
20,0.19074436653296925,0.796116504275683,0.19178854348137975,0.7968749962747097,sigmoid,Adam,mean_squared_error,3,30,20
10,0.23182033016843703,0.6067961162155114,0.2348477846632401,0.577083328117927,softmax,Nadam,mean_squared_error,2,40,10
10,0.24755328416245656,0.5703883518293066,0.24850215359280506,0.5489583356926838,softmax,sgd,mean_squared_error,2,20,10
20,0.2467971367454066,0.5703883518293066,0.24930641272415718,0.5489583381762108,sigmoid,sgd,mean_squared_error,2,20,20
20,0.2431275973331581,0.5728155378867121,0.2454236731864512,0.5489583453163505,sigmoid,sgd,mean_squared_error,3,30,20
20,0.10603748667008668,0.9077669839257175,0.10615040303673595,0.8968749921768904,elu,Adam,mean_squared_error,1,30,20
20,0.23725777365339612,0.5703883576161654,0.23936984812219939,0.563541667846342,softmax,Adam,mean_squared_error,1,50,20
10,0.12695011055295907,0.8737864164472784,0.1294933520257473,0.8645833358168602,elu,Nadam,mean_squared_error,1,40,10
20,0.09696413515117562,0.9199029033623852,0.09728772134985775,0.9177083224058151,elu,Adam,mean_squared_error,3,30,20
20,0.0756249826726983,0.9441747526520664,0.07571373697525512,0.9364583243926367,elu,Adam,mean_squared_error,2,20,20
20,0.13606621979654415,0.8737863959039299,0.1365037253126502,0.8572916630655527,sigmoid,Nadam,mean_squared_error,3,30,20
20,0.21463992786638944,0.6868932122744403,0.21636037016287446,0.6833333391696215,relu,sgd,mean_squared_error,2,30,20
20,0.03723794346657193,0.9757281495529471,0.03836544216998542,0.9677083268761635,relu,Nadam,mean_squared_error,3,20,20
20,0.08261621533666999,0.9393203854560852,0.08179935009684414,0.9322916567325592,relu,Adam,mean_squared_error,1,20,20
20,0.03439529090938927,0.9708737823569659,0.03576718573458493,0.963541661699613,elu,Nadam,mean_squared_error,1,20,20
20,0.03789157669955087,0.9733009674016712,0.03819293843116611,0.967708328117927,relu,Nadam,mean_squared_error,2,20,20
10,0.22773356301691924,0.6262135922330098,0.23034268943592906,0.6364583410322666,sigmoid,Adam,mean_squared_error,1,50,10
10,0.24255910081770812,0.5849514620975383,0.2443507630378008,0.5874999985098839,sigmoid,sgd,mean_squared_error,2,40,10
10,0.230186422907033,0.6165048621811913,0.2328511072943608,0.601041667163372,sigmoid,Adam,mean_squared_error,2,40,10
20,0.2421566340529803,0.6189320469365537,0.24437971909840903,0.5593749967714151,sigmoid,sgd,mean_squared_error,1,40,20
10,0.15559699798671944,0.8300970879573266,0.1577809409548839,0.8364583353201548,elu,Adam,mean_squared_error,2,40,10
10,0.23830177634954453,0.5703883576161654,0.2410409947236379,0.5489583406597376,softmax,Nadam,mean_squared_error,1,50,10
20,0.19877338828971086,0.7597087286051037,0.20164655164505044,0.7427083346992731,softmax,Nadam,mean_squared_error,2,50,20
10,0.2221139503046147,0.8422330126021672,0.22383162379264832,0.8333333358168602,elu,sgd,mean_squared_error,2,40,10
20,0.07578231989252336,0.9514563208066144,0.076341913236926,0.9364583349476258,relu,Nadam,mean_squared_error,1,50,20
20,0.23176613645356836,0.5703883576161654,0.23475577558080354,0.5489583394179741,elu,sgd,mean_squared_error,2,50,20
20,0.16981962041079418,0.8058252380889597,0.17125873795400062,0.8124999894450108,sigmoid,Nadam,mean_squared_error,1,50,20
10,0.1452790776502739,0.8762135928116955,0.146927445816497,0.850000003973643,relu,Adam,mean_squared_error,3,20,10
20,0.21633269905465322,0.6844660246256485,0.21830207978685698,0.6770833283662796,elu,sgd,mean_squared_error,1,40,20
20,0.21865211499547496,0.6504854496242931,0.22153937490656972,0.6427083387970924,softmax,Adam,mean_squared_error,3,30,20
20,0.06742245888391744,0.9514563106796117,0.06767694015676777,0.9395833387970924,relu,Nadam,mean_squared_error,2,40,20
20,0.09148654650932955,0.9199029033623852,0.09172284160740674,0.9187499899417162,elu,Adam,mean_squared_error,2,30,20
10,0.25008496056193286,0.5703883606542661,0.25034143775701523,0.45104167610406876,softmax,sgd,mean_squared_error,1,30,10
10,0.12444097114708817,0.8980582495337551,0.1253719449353715,0.8760416656732559,elu,Adam,mean_squared_error,3,20,10
20,0.20463790650506622,0.6844660107371876,0.20644925689945617,0.6677083366860946,elu,sgd,mean_squared_error,3,20,20
20,0.24545603122526002,0.5703883518293066,0.24717198219150305,0.5489583363135656,softmax,sgd,mean_squared_error,1,20,20
10,0.23918470646281845,0.5703883576161654,0.24190881956989566,0.5489583422119418,softmax,Nadam,mean_squared_error,3,50,10
20,0.24674125059137067,0.5703883606542661,0.24825433734804392,0.5489583453163505,softmax,sgd,mean_squared_error,1,30,20
20,0.16394442298169276,0.8276698982831344,0.16558029176667333,0.8208333346992731,softmax,Nadam,mean_squared_error,1,30,20
20,0.24370913482406764,0.570388350382592,0.2457228514055411,0.548958337555329,sigmoid,sgd,mean_squared_error,3,40,20
10,0.17053793609431647,0.8155339742169797,0.17307422123849392,0.8229166573534409,relu,Adam,mean_squared_error,3,50,10
10,0.22768189548288734,0.7402912696588386,0.22995544224977493,0.7083333358168602,elu,sgd,mean_squared_error,1,40,10
10,0.2345748501784593,0.5703883518293066,0.2373265940696001,0.548958337555329,softmax,Adam,mean_squared_error,3,20,10
20,0.07966881668538724,0.9441747526520664,0.08005437689522903,0.9333333261311054,elu,Adam,mean_squared_error,1,20,20
10,0.22867738853380518,0.6092233012602167,0.23193265808125338,0.5885416685293118,elu,sgd,mean_squared_error,1,20,10
10,0.21990500477332514,0.657766986240461,0.22342753255118927,0.6677083310981592,sigmoid,Adam,mean_squared_error,1,20,10
20,0.056876971775177615,0.9514563106796117,0.057778983687361084,0.9447916646798452,elu,Nadam,mean_squared_error,1,40,20
20,0.22057650997800735,0.6699029079918722,0.22213714321454367,0.6624999990065893,relu,sgd,mean_squared_error,2,20,20
20,0.07153718730489027,0.9538834928308876,0.07210690931727488,0.9364583368102709,relu,Nadam,mean_squared_error,1,40,20
20,0.05234884134340055,0.9587378525039525,0.053633955656550825,0.9499999918043613,relu,Nadam,mean_squared_error,3,30,20
10,0.22377743116281565,0.7135922278015359,0.22552022663876414,0.7427083365619183,relu,sgd,mean_squared_error,2,30,10
20,0.2462090466497014,0.5703883576161654,0.24862335234259567,0.5489583400388559,sigmoid,sgd,mean_squared_error,3,50,20
10,0.24102556307628317,0.5703883606542661,0.24321315856650472,0.5489583425223827,sigmoid,sgd,mean_squared_error,2,30,10
20,0.15816862476103513,0.873786404873561,0.157417810211579,0.8281249975164732,sigmoid,Nadam,mean_squared_error,2,40,20
20,0.14932132374893115,0.8446601852051263,0.15016096838129064,0.8374999898175398,relu,Adam,mean_squared_error,2,50,20
10,0.24724027622961303,0.7257281611266645,0.24794788239523768,0.7239583376795053,softmax,sgd,mean_squared_error,3,30,10
10,0.16729033666038975,0.8033980507295109,0.1698980333749205,0.7812500037252903,elu,Adam,mean_squared_error,1,30,10
10,0.22653655331690334,0.6262136023600124,0.22902490757405758,0.6239583355685075,sigmoid,Adam,mean_squared_error,3,40,10
10,0.14636004976566555,0.8519417423646427,0.14819437971649072,0.8374999935428301,relu,Nadam,mean_squared_error,1,50,10
20,0.20949861740024345,0.7063106761395352,0.21236794721335173,0.694791667163372,softmax,Adam,mean_squared_error,2,20,20
10,0.22507725974309792,0.6165048556709752,0.2292491220869124,0.5770833371207118,softmax,Nadam,mean_squared_error,3,30,10
10,0.17730829105215165,0.8033980524655685,0.17990130123992762,0.8104166599611441,relu,Adam,mean_squared_error,1,50,10
10,0.2226779511541996,0.6990291325791368,0.22445682560404143,0.6416666656732559,sigmoid,Adam,mean_squared_error,1,40,10
20,0.17243741213986016,0.8082524167681203,0.1736951667505006,0.8083333310981592,sigmoid,Nadam,mean_squared_error,2,50,20
10,0.23444658865049048,0.7160194154503277,0.23735997453331947,0.71875,relu,sgd,mean_squared_error,1,40,10
20,0.242504993688713,0.5703883518293066,0.2446900655825933,0.5489583406597376,sigmoid,sgd,mean_squared_error,3,20,20
10,0.13025650906476002,0.8762135855781222,0.13400427158921957,0.8593749882032474,elu,Nadam,mean_squared_error,2,50,10
10,0.23945598955293304,0.5703883606542661,0.2416085139848292,0.5781250093132257,softmax,Adam,mean_squared_error,1,30,10
10,0.17594906441795016,0.7791262106988036,0.17878589717050394,0.790624996026357,elu,Adam,mean_squared_error,1,40,10
20,0.16058670808968034,0.8131067810706722,0.16197936128204068,0.8083333317190409,elu,Adam,mean_squared_error,2,50,20
20,0.21763688571823453,0.6747572728731099,0.21974584087729454,0.6562499962747097,relu,sgd,mean_squared_error,1,20,20
10,0.16973002790247352,0.7864077713304353,0.1728856242261827,0.7979166619479656,elu,Adam,mean_squared_error,2,30,10
20,0.14657639010438642,0.8956310572554764,0.1471378180819253,0.8687499947845936,relu,Adam,mean_squared_error,3,50,20
10,0.16337972119884583,0.8276698982831344,0.1659273747354746,0.8281249925494194,relu,Adam,mean_squared_error,1,30,10
20,0.1420438357637924,0.8689320463578678,0.14277322962880135,0.8583333368102709,relu,Adam,mean_squared_error,1,40,20
20,0.20206865017275208,0.7281553299681655,0.20355885165433088,0.7395833258827528,sigmoid,Adam,mean_squared_error,2,40,20
20,0.1505503700051493,0.8567961066671945,0.15153807355090976,0.8406249998758236,elu,Adam,mean_squared_error,1,50,20
10,0.22755692465212737,0.6116504826881353,0.2304079718887806,0.5843750080093741,sigmoid,Adam,mean_squared_error,3,30,10
10,0.2055250835216161,0.7839805663210674,0.20726697395245233,0.7447916629413763,sigmoid,Nadam,mean_squared_error,3,50,10
20,0.17064275918076338,0.8179611685206589,0.17196179367601871,0.8177083333333334,sigmoid,Adam,mean_squared_error,2,20,20
20,0.2471733698711812,0.5703883606542661,0.24962669657543302,0.5489583443850279,sigmoid,sgd,mean_squared_error,2,30,20
20,0.2443683577828037,0.5703883576161654,0.2469827135403951,0.5489583422119418,sigmoid,sgd,mean_squared_error,2,50,20
10,0.08817635925070753,0.9296116423838346,0.09184690277713041,0.916666661699613,elu,Nadam,mean_squared_error,2,20,10
20,0.1723803521215337,0.8325242706872884,0.17400122061371803,0.8208333291113377,sigmoid,Nadam,mean_squared_error,3,50,20
10,0.14740758439869556,0.8470873896358082,0.1513044728587071,0.8395833323399226,relu,Nadam,mean_squared_error,2,40,10
10,0.19121567275628304,0.8082524237123508,0.19333317084237933,0.7843749970197678,sigmoid,Nadam,mean_squared_error,3,30,10
10,0.22691048819173887,0.7330097087378641,0.22866707326223454,0.740625003973643,relu,sgd,mean_squared_error,3,50,10
10,0.22329444387584058,0.6407766993184691,0.22570300536851087,0.6322916665424904,relu,sgd,mean_squared_error,1,20,10
20,0.23454980711335116,0.570388350382592,0.23696589469909668,0.548958337555329,softmax,Adam,mean_squared_error,3,40,20
10,0.09274365966325825,0.934466009579816,0.09488917708707352,0.9218749937911829,relu,Nadam,mean_squared_error,3,20,10
20,0.20548432436093544,0.7888349471161666,0.20658415602520108,0.790625000372529,relu,sgd,mean_squared_error,1,30,20
20,0.03524609532171083,0.9708737823569659,0.036050829551337905,0.963541659216086,elu,Nadam,mean_squared_error,3,20,20
10,0.2094288301988713,0.7305825207997294,0.21192245682080588,0.6968750009934107,sigmoid,Adam,mean_squared_error,3,20,10
20,0.05749272479160318,0.9563106660125325,0.05846297449897975,0.9458333197981119,elu,Nadam,mean_squared_error,2,30,20
10,0.24412848337472065,0.5703883576161654,0.24634724870945016,0.5489583391075333,sigmoid,sgd,mean_squared_error,2,50,10
10,0.1790474570781282,0.79611650890517,0.18275845361252627,0.8072916679084301,sigmoid,Nadam,mean_squared_error,3,20,10
10,0.2326257347481922,0.6650485471614356,0.23572116903960705,0.6656250009934107,elu,sgd,mean_squared_error,3,40,10
20,0.21974562354458188,0.5703883518293066,0.22262849907080332,0.5489583387970924,elu,sgd,mean_squared_error,1,20,20
20,0.23002711314599492,0.570388350382592,0.23308288802703223,0.5489583363135656,relu,sgd,mean_squared_error,3,40,20
10,0.13001738853969622,0.8786407688867699,0.12997423787601292,0.8624999970197678,relu,Nadam,mean_squared_error,1,30,10
10,0.10643300764913698,0.9126213525684135,0.10979016358032823,0.8937499914318323,elu,Nadam,mean_squared_error,3,30,10
20,0.11825698281376107,0.9004854305276593,0.11794348705249529,0.8864583323399226,sigmoid,Nadam,mean_squared_error,3,20,20
20,0.24122804135662837,0.5703883606542661,0.24418728984892368,0.5489583443850279,relu,sgd,mean_squared_error,3,30,20
10,0.12462634318372579,0.8956310673824792,0.12818390627702078,0.8677083353201548,elu,Nadam,mean_squared_error,2,40,10
10,0.24861915047886302,0.6237864170259643,0.24902518217762312,0.6041666654249033,softmax,sgd,mean_squared_error,3,40,10
10,0.18628450070770042,0.8349514586254231,0.18865194047490755,0.7864583345750967,sigmoid,Nadam,mean_squared_error,1,20,10
10,0.2266456775584267,0.6165048556709752,0.23041613399982452,0.5781250055879354,softmax,Nadam,mean_squared_error,2,30,10
20,0.18826684196597165,0.779126204911945,0.19050607892374197,0.7937500054637591,softmax,Nadam,mean_squared_error,1,40,20
10,0.24325242891763021,0.6407767074200713,0.24503685596088567,0.564583335382243,softmax,Adam,mean_squared_error,2,50,10
20,0.07280051847467724,0.9490291241881916,0.07347391902779539,0.9406249995032946,elu,Nadam,mean_squared_error,2,50,20
10,0.24204614932097276,0.570388350382592,0.2443766395250956,0.5489583387970924,sigmoid,sgd,mean_squared_error,3,40,10
20,0.11608940927149022,0.9053398006170699,0.11650361431141694,0.8874999980131785,sigmoid,Nadam,mean_squared_error,1,20,20
20,0.07264254828101223,0.9466019376967717,0.07339603469396631,0.9374999925494194,elu,Adam,mean_squared_error,3,20,20
10,0.232067069237672,0.5800970934548424,0.23479128582403064,0.5499999991928538,sigmoid,Adam,mean_squared_error,3,50,10
20,0.1985450824632228,0.7694174734134118,0.19980800027648607,0.7916666635622581,sigmoid,Adam,mean_squared_error,3,50,20
10,0.23969416450528266,0.7621359194366677,0.2417738325893879,0.6239583337058624,sigmoid,sgd,mean_squared_error,1,20,10
20,0.04405541763215968,0.9660194076380684,0.04335114796413109,0.9614583216607571,elu,Nadam,mean_squared_error,3,30,20
10,0.08759203488097607,0.9344660124732452,0.09083957178518176,0.9260416626930237,relu,Nadam,mean_squared_error,2,20,10
20,0.16326264349870312,0.8373786355685262,0.16535555059090257,0.8343749977648258,softmax,Nadam,mean_squared_error,3,30,20
10,0.10220651581738759,0.9150485390598334,0.10582445119507611,0.9010416585952044,elu,Nadam,mean_squared_error,2,30,10
10,0.20672244542432064,0.7305825202210435,0.21143297416468462,0.7166666698952516,softmax,Nadam,mean_squared_error,3,20,10
20,0.03529731510659155,0.9781553374910817,0.0362834200107803,0.9614583253860474,relu,Nadam,mean_squared_error,1,20,20
20,0.05615175887942314,0.9587378629202982,0.05717687479530772,0.9500000029802322,elu,Nadam,mean_squared_error,3,40,20
10,0.23802828875560206,0.5703883576161654,0.2406415194272995,0.5489583406597376,sigmoid,sgd,mean_squared_error,3,50,10
10,0.12667597750726256,0.8980582553206138,0.12992129940539598,0.8739583343267441,relu,Nadam,mean_squared_error,1,40,10
20,0.1734996682521209,0.8325242764741472,0.1744298997024695,0.8020833320915699,sigmoid,Adam,mean_squared_error,3,20,20
10,0.24928799503057905,0.5703883576161654,0.24985099133724967,0.548958337555329,softmax,sgd,mean_squared_error,3,50,10
20,0.05531399436656711,0.9538834882014006,0.055228263780009,0.9572916589677334,relu,Nadam,mean_squared_error,2,30,20
20,0.18959651909117559,0.7742718432134795,0.1910611386410892,0.7937500011175871,sigmoid,Adam,mean_squared_error,1,30,20
20,0.14552285970704068,0.854368931749492,0.14608793705701828,0.8541666585952044,elu,Adam,mean_squared_error,3,50,20
10,0.21399117355207795,0.6601941741785957,0.2160986897846063,0.6260416656732559,elu,sgd,mean_squared_error,3,20,10
20,0.24727569744714256,0.5703883576161654,0.24824731067443886,0.5489583425223827,softmax,sgd,mean_squared_error,2,50,20
20,0.1552498712412362,0.8495145660002255,0.1561534497886896,0.8385416666666666,sigmoid,Nadam,mean_squared_error,1,40,20
20,0.24712917194204423,0.5703883606542661,0.24836719315499067,0.5489583453163505,softmax,sgd,mean_squared_error,2,30,20
10,0.2202805054997935,0.8033980573843984,0.2226755330339074,0.7312500039115548,elu,sgd,mean_squared_error,3,30,10
20,0.24701597910482906,0.570388350382592,0.24805357990165552,0.5489583363135656,softmax,sgd,mean_squared_error,3,40,20
10,0.22264433333885322,0.6237864194853792,0.2252485011704266,0.6239583399146795,relu,sgd,mean_squared_error,1,30,10
