time,Haftwert,Gleitwert,Quality,order_number,delta_badmean_30_30,delta_goodmean_30_30,delta_tunnelmean_30_30,delta_druck_silokonmean_30_30,delta_heiß_1mean_30_30,delta_druck_nach_silokonmean_30_30,delta_druck_sterilmean_30_30,Tunnelbandgeschwindigkeitmean_30_30,Druck Silikonmean_30_30,Ist- Temperatur Heissteil 1mean_30_30,Ist- Temperatur Heissteil 2mean_30_30,Ist- Temperatur Heissteil 3mean_30_30,Druck Sterilluft nach Silikonmean_30_30,Druck Sterilluftmean_30_30
2018-01-11 22:44:12,1.9765416666666669,2.569658333333334,1.0,161658,0.01888888888888889,0.4966666666666666,0.0,-3.118566666666668e-05,4.822222222224405e-05,0.0,0.0,2.798888888888889,0.4248598258888902,290.0875151110992,290.3179691110873,290.21487000002617,0.07477687999997744,0.11243249000000853
2018-01-11 22:44:12,2.33245,2.4154916666666666,1.0,161659,0.01888888888888889,0.4966666666666666,0.0,-3.118566666666668e-05,4.822222222224405e-05,0.0,0.0,2.798888888888889,0.4248598258888902,290.0875151110992,290.3179691110873,290.21487000002617,0.07477687999997744,0.11243249000000853
2018-01-12 14:17:09,2.44,2.527775,1.0,161670,0.4627777777777778,0.755,0.0,1.70395555555555e-05,0.0,0.0,0.0,3.11,0.4116465750555512,290.3194640000013,290.3935000000048,290.1070990000165,0.18209490000000794,0.27335262646117353
2018-01-12 16:29:06,2.7463583333333332,3.078016666666667,1.0,161671,0.06666666666666668,1.2866666666666666,0.06555555555555556,6.430055555555574e-06,-7.23888888888761e-05,0.0007124483333333332,0.0011786266666666669,9.805,0.38027038516665934,290.05023122219865,290.32235600000394,290.2161720000261,0.19747620444445246,0.3142457750000681
2018-01-12 17:43:33,2.3319499999999995,2.1189916666666666,1.0,161675,0.08611111111111111,2.8672222222222223,0.06388888888888887,4.179500000000003e-06,-0.000289333333333338,4.501111111111141e-06,5.786666666666778e-06,17.293333333333333,0.4192359526111041,290.26763044444317,290.3727403333265,290.1095130000221,0.3947100010500088,0.6527777672223093
2018-01-12 19:47:22,2.324441666666667,2.450791666666667,1.0,161676,0.01,3.0794444444444444,0.0,-1.848633333333334e-05,0.0,-0.0006983022222222222,-0.0011638377777777775,17.155555555555555,0.4107121278888869,290.06239699997866,290.32191411111387,290.25455600002437,0.3641531711111166,0.6079752064612025
2018-01-12 21:51:32,2.221716666666667,2.925266666666666,1.0,161677,0.0,0.0,0.0,4.03485e-05,0.0,0.0,2.4671622769447923e-19,0.0,0.40242010555555263,290.2053999999728,290.34931555553766,290.13440499998484,2.2536293818752214e-15,7.324906113758011e-14
2018-01-12 22:36:30,2.268616666666667,2.507833333333333,1.0,161678,0.06722222222222222,6.817777777777778,0.045555555555555564,2.1862166666666665e-05,-9.644444444445651e-05,0.0006995883333333332,0.0011561211111111114,43.305,0.4083924882222182,289.83773733332697,290.28533716664884,290.4080390000103,0.9578433488888942,1.5850135238889511
2018-01-12 23:25:39,2.1656833333333334,2.4704249999999996,1.0,161679,0.0033333333333333327,7.911111111111111,0.04833333333333333,-7.073055555555638e-06,-0.0002169999999999719,2.572222222222297e-06,5.7872222222226585e-06,52.21666666666667,0.3946031053333268,289.998185888884,290.23829500001125,290.1330999999805,1.0412757027777912,1.7322666082306382
2018-01-13 00:34:41,2.1300000000000003,2.6978916666666666,1.0,161680,0.0022222222222222227,8.003333333333334,0.03555555555555556,7.39455555555549e-06,-0.0006429999999999974,1.0930555555555617e-05,3.9866111111111306e-05,51.84,0.4318714641111079,289.980124999997,290.2284412222382,290.1995330000179,1.0288548538889002,1.7747781688889868
